PROBEID,SYMBOL,ENTREZID,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
1632982_at,CG31021,43638,uncharacterized protein,-0.8343617113247364,5.976316212779267,-2.822270612677827,0.010067111723371635,0.6497026274500528,-2.6161321114897165
1630645_at,CG3528,33436,uncharacterized protein,-0.4105205922259989,6.139641365161649,-2.8182014884609092,0.01016015278112081,0.6516442701220951,-2.6237942597641357
1624183_a_at,Fas1,42025,Fasciclin 1,0.3721619544285879,9.72574605190847,2.813694785106148,0.010264154956342014,0.6516442701220951,-2.6322753057736747
1638510_at,CG7744,37239,uncharacterized protein,0.4548869629608694,8.016329505167942,2.8078859058110273,0.010399703848602086,0.6516442701220951,-2.6431989939150915
1634766_at,Ser,43275,Serrate,-0.35808910110383785,4.322238297960562,-2.80698785508703,0.010420811165556501,0.6516442701220951,-2.6448869963022346
1640078_at,Rpb8,40415,Rpb8,-0.29142938437574983,9.246152085242167,-2.804581159206797,0.010477578163522412,0.6516442701220951,-2.6494096377673864
1627733_at,CG12347,42152,uncharacterized protein,-0.4048242803082518,6.130316633746484,-2.803900086044191,0.010493696068869091,0.6516442701220951,-2.6506892251964937
1623732_at,Npc2e,326136,Niemann-Pick type C-2e,-1.5192408949162663,7.630689405527231,-2.803588182615742,0.010501085280876687,0.6516442701220951,-2.651275182317115
1634594_at,CG17738,41490,uncharacterized protein,-1.3437788681528602,5.668102299384049,-2.798580021689185,0.010620412376437214,0.6545334039926664,-2.6606802110217393
1636321_s_at,REPTOR,42930,Repressed by TOR,0.3374164159332018,8.30131367820298,2.7919035067164444,0.010781498137707866,0.6545334039926664,-2.6732078757762276
1640654_at,He,117464,Hemese,0.2629641354884429,4.120996588113157,2.7915496327267593,0.010790100666823973,0.6545334039926664,-2.673871542972081
1634651_at,Acp53C14c,3346203,Accessory gland protein 53C14c,-0.6503437040040652,6.820097556691637,-2.784366942977575,0.01096612621444615,0.6545334039926664,-2.6873348957320298
1637038_at,tex,40983,tex,-0.4392864443063278,7.018304210400457,-2.781305811850134,0.011041971870051332,0.6545334039926664,-2.6930684834652694
1627734_at,nau,42799,nautilus,-0.4567784452945389,5.46413319774871,-2.780968779103178,0.011050352939100686,0.6545334039926664,-2.693699599930357
1631671_at,CG13827,42751,uncharacterized protein,-0.41405272931673753,8.388649546385304,-2.7796769178717615,0.01108253398446654,0.6545334039926664,-2.6961184103888134
1636090_a_at,sv,43825,shaven,0.3157515312354242,3.905537769254557,2.779028576838028,0.011098718102994305,0.6545334039926664,-2.6973321573551376
1634959_at,TfIIA-S-2,31048,TfIIA-S-2,-0.6105120227827827,4.33015165557226,-2.7787888227810438,0.01110470861590979,0.6545334039926664,-2.697780967349327
1634359_a_at,borr,34245,borealin-related,-0.7381302015006543,9.082858911447573,-2.7778904097405173,0.011127183776039662,0.6545334039926664,-2.6994626210703925
1639008_at,CG15260,34899,uncharacterized protein,-0.4754898924249318,5.6715799888230976,-2.77183712723667,0.011279746408793334,0.6582586869079794,-2.710787428012884
1633343_at,CG5250,42308,uncharacterized protein,0.4959647580499382,6.064910446583066,2.7707607434400767,0.011307082102014166,0.6582586869079794,-2.712800132303856
1632920_at,CG10700,35183,uncharacterized protein,0.41655125354034395,3.6967088547831706,2.7643856173772066,0.011470278405177581,0.6643349964516697,-2.7247142830919304
1628968_at,CG18469,36943,uncharacterized protein,0.6119594458687754,6.132332421381094,2.759797768699132,0.011589103769303041,0.6650805066355551,-2.7332813238781086
1624414_at,CG10041,41496,uncharacterized protein,-0.49473073977739546,5.829492872525201,-2.7593437525159863,0.011600926138410161,0.6650805066355551,-2.734128805361757
1632335_at,RpL27,43103,Ribosomal protein L27,-0.3040830035677846,13.198486925243817,-2.7557972904429335,0.011693669146235035,0.6670116128160529,-2.740746771842495
1625773_at,Spn77Bc,40236,Serpin 77Bc,-0.5462246156477271,8.402056255456312,-2.7494731077313674,0.011860800723691022,0.6730485959759319,-2.7525394516173383
1638864_at,Rab10,33025,Rab10,0.2674657209031537,10.159261920735753,2.7452514572217606,0.011973626649840873,0.6730485959759319,-2.760405296522605
1627729_s_at,hfp,38173,half pint,-0.2637312218120176,9.078769299588718,-2.7423086641948453,0.012052875769921104,0.6730485959759319,-2.7658853807320236
1640609_at,CG31493,318765,uncharacterized protein,-0.48924577560434557,6.727237661728539,-2.739736944323615,0.01212253900165151,0.6730485959759319,-2.770672443997573
1637151_at,mre11,34565,meiotic recombination 11,-0.8135216935149483,7.243788120335415,-2.739332074478942,0.012133540917596101,0.6730485959759319,-2.7714259079342134
1640327_at,CG6023,32814,uncharacterized protein,0.4081173086075758,7.0815473729201965,2.7368378560076834,0.012201527803431417,0.6730485959759319,-2.776066628638628
1640357_at,CG30161,37945,uncharacterized protein,-0.47907573578418994,6.037848095235221,-2.736284484465648,0.012216660366129454,0.6730485959759319,-2.777095987013722
1633310_at,CG15483,34687,uncharacterized protein,0.4638122785223997,6.156385715923904,2.7325220884016463,0.012320019972807227,0.6754480853052661,-2.7840923232922927
1632855_at,CG7352,40997,uncharacterized protein,-0.6434892920309085,6.585288413783153,-2.7293003493280392,0.012409185013355728,0.6770499301489835,-2.790080070220944
1630229_at,CG9815,37710,uncharacterized protein,0.3495287020908462,5.822251891291323,2.726060623807148,0.012499464286012637,0.678696873299167,-2.7960982450978396
1640544_a_at,CG11112,35658,uncharacterized protein,-0.6189271774537843,6.6122803606987794,-2.7237239383875513,0.012564965045398143,0.6789890680513235,-2.8004370425334297
1624058_at,fs(1)N,45973,female sterile (1) Nasrat,0.7759290867858919,7.671604157060544,2.718917198461089,0.01270072885813193,0.683057293922581,-2.8093573264322855
1626806_at,tra,39849,transformer,-0.2137100189502199,7.960071000769358,-2.705029045247265,0.01310083961052777,0.6963561151848354,-2.835093066094145
1636453_at,CG4988,34586,uncharacterized protein,-0.47394181334603047,7.084812163055796,-2.7044655315202357,0.013117323366832516,0.6963561151848354,-2.836136107052016
1641512_at,CG15473,31401,uncharacterized protein,0.3930718455184765,4.582246711460944,2.703283582387853,0.013151961203097636,0.6963561151848354,-2.838323543711048
1623204_at,CG15728,32214,uncharacterized protein,0.4804014798548746,5.889652535609328,2.701831461453931,0.013194635084961465,0.6963561151848354,-2.8410104256578337
1628336_a_at,Lac,36363,Lachesin,0.3125627192202671,9.770565814925936,2.691209378926811,0.013510795682971026,0.7097252392719757,-2.8606456905220305
1634569_at,CG34051,3885660,uncharacterized protein,-0.509233403902444,7.335608772704117,-2.688944209497389,0.013579137591422132,0.7099502448984267,-2.864828599086671
1626733_at,Ski6,34721,Ski6,-0.3351629089140413,8.14623694908976,-2.686909635858039,0.013640800703290119,0.7099502448984267,-2.868584380663192
1626742_at,otk2,36284,off-track2,-0.6604584254558414,6.348412626117232,-2.6783172966021715,0.013904144694381147,0.7150695376217204,-2.884431996922396
1625020_at,CG13989,33869,uncharacterized protein,0.4720264783772663,7.119539021067775,2.678126024917777,0.013910061216104823,0.7150695376217204,-2.8847845239796275
1625846_at,CG12439,34234,uncharacterized protein,-1.0480855032564333,4.79749703005052,-2.676793444470883,0.013951347382006854,0.7150695376217204,-2.887240256723167
1625107_at,brn,31358,brainiac,-0.4038774839929218,6.351347146684701,-2.6693576685430234,0.014183856324038428,0.7150695376217204,-2.9009333508951882
1633536_at,CG4630,36458,uncharacterized protein,-0.6038113994886336,6.513993059229814,-2.6692402367423775,0.014187557474132959,0.7150695376217204,-2.901149468928871
1627128_at,ppk6,37286,pickpocket 6,0.35958019856424084,4.394110974893037,2.667571535986074,0.014240249286540775,0.7150695376217204,-2.9042200437779164
1638385_at,CG42789,10178793,uncharacterized protein,-0.596747474444582,7.458523324306728,-2.667001276471119,0.014258298429311382,0.7150695376217204,-2.9052691836435383
1636610_at,CG17359,39549,uncharacterized protein,-0.5417776469044702,6.7880718559877575,-2.666288179960576,0.014280898857264784,0.7150695376217204,-2.9065809697903506
1636921_at,DCTN3-p24,46074,"Dynactin 3, p24 subunit",0.3554885965506269,8.274772479317395,2.6634403855528643,0.014371492641273591,0.7150695376217204,-2.911818122046959
1624286_at,janB,43568,janus B,0.3446309862316035,7.898469265120906,2.6604621553178123,0.014466815890330064,0.7150695376217204,-2.917292498194464
1640957_at,Hexo2,31808,Hexosaminidase 2,-0.9137524987015393,8.954687901452324,-2.6598225057558005,0.014487366627546754,0.7150695376217204,-2.9184679034408827
1636850_at,lncRNA:CR41601,5740627,long non-coding RNA:CR41601,-0.4964175482403137,4.418780632452947,-2.6565631993800083,0.014592510449579921,0.7150695376217204,-2.9244551803049976
1630761_at,CG11854,43037,uncharacterized protein,-1.6130902398846043,5.411767365220056,-2.6559887205499346,0.014611117354198828,0.7150695376217204,-2.9255101474740455
1627981_at,TTLL1B,326203,Tubulin tyrosine ligase-like 1B,-0.38140665574887755,6.2686565849145035,-2.6548427806449837,0.014648300288298607,0.7150695376217204,-2.927614236746156
1638908_at,CG15635,33665,uncharacterized protein,-1.0424522018171665,7.500390418048512,-2.653595494470183,0.014688873094407575,0.7150695376217204,-2.9299039508324576
1625792_s_at,HipHop,40047,HP1-HOAP-interacting protein,0.6901371205754856,7.833409230162286,2.646961112488605,0.014906469088557745,0.7169645816972382,-2.9420749883466333
1628972_at,antr,246647,antares,-0.42482355290839813,7.004452719217496,-2.6466579253280056,0.014916485349732667,0.7169645816972382,-2.94263087162311
1623425_at,Buffy,36251,buffy,-0.4590564432628792,7.754087426763096,-2.6466046340912093,0.014918246564445809,0.7169645816972382,-2.942728576333499
1639934_at,CG31272,326130,uncharacterized protein,-0.5682972800916222,8.816402397229098,-2.6406463100890667,0.0151164032985881,0.7234095714163306,-2.95364706168187
1635604_at,CG15923,42443,uncharacterized protein,0.37621926106369985,3.8145871892232632,2.6384437725612426,0.015190279314180264,0.7238776986259574,-2.9576803573921175
1630096_at,CG2533,32110,uncharacterized protein,0.45142090791830114,7.158699560017584,2.63644962575882,0.015257458937025035,0.7240241228351292,-2.961330738787564
1634125_at,CG30440,35496,uncharacterized protein,-0.7675221039369591,6.674288642638212,-2.632213105489837,0.015401110606039204,0.7250187657549446,-2.969081754858848
1632391_at,CG14234,32988,uncharacterized protein,-0.7005486484983576,6.851225891318618,-2.6301065933013157,0.015473011363044142,0.7250187657549446,-2.972933669399894
1633369_s_at,CG6184,42345,uncharacterized protein,-0.43203379357866023,6.146150025151325,-2.6294319152618533,0.01549610664129209,0.7250187657549446,-2.974167072965115
1628711_at,CG12307,34584,uncharacterized protein,-0.3684747388221403,7.640489532857028,-2.6281137133856003,0.01554132444300326,0.7250187657549446,-2.976576511708654
1627080_at,CG17752,42337,uncharacterized protein,-0.7821349914650231,9.200709855797998,-2.6217029679742643,0.015763006606842656,0.7250187657549446,-2.9882863815227028
1637852_at,wuc,36401,Wake-up-call,-0.5269464524261522,6.031591008959795,-2.6215619956766782,0.01576791468038695,0.7250187657549446,-2.9885437351986797
1627620_at,CG14034,33751,uncharacterized protein,-0.614374667355353,7.394172296420309,-2.621255055960302,0.01577860602998101,0.7250187657549446,-2.9891040508615503
1635225_at,l(2)37Cb,35192,lethal (2) 37Cb,-0.3871382912779584,6.811475408936247,-2.618857149597287,0.01586236525314255,0.7250187657549446,-2.993480376194366
1624527_at,Hey,35764,Hairy/E(spl)-related with YRPW motif,0.37882959769942026,4.280328010869055,2.616694223084455,0.015938275337698777,0.7250187657549446,-2.9974262786413672
1633637_at,CG17026,39739,uncharacterized protein,-0.3528428537031285,8.056902194182907,-2.6137528366538647,0.01604205482147227,0.7250187657549446,-3.0027899572700587
1635683_at,CG6136,41877,uncharacterized protein,-0.7091718049772799,5.31067691181298,-2.613469255122171,0.01605209381640002,0.7250187657549446,-3.0033069278676288
1637392_at,CG9263,34770,uncharacterized protein,0.3229833266134161,6.818752830378827,2.6127173644243222,0.016078739914342076,0.7250187657549446,-3.00467750391979
1628565_at,CG11454,33175,uncharacterized protein,0.3263764950613641,8.614091004145326,2.611753620323884,0.01611295468430061,0.7250187657549446,-3.0064339899978916
1639014_at,CG5404,41901,uncharacterized protein,-0.4618677336908581,4.163785081078575,-2.6067106315435464,0.016293109900547158,0.7298419615658381,-3.0156203040324034
1634449_at,CG9459,41213,uncharacterized protein,1.3632616416295402,8.71391357640902,2.605145944567529,0.016349390497269085,0.7298419615658381,-3.0184688770614634
1640499_at,CG30338,246548,uncharacterized protein,-0.3353676185548622,6.151781086169713,-2.599691521875717,0.016547014170675146,0.7348477363939189,-3.0283926852076175
1636368_at,CG14269,31312,uncharacterized protein,0.42324233848734316,6.43950631305321,2.597697820130988,0.016619808263056795,0.7348477363939189,-3.0320176345935823
1635295_a_at,lmd,42717,lame duck,-0.41671147933825736,4.886245593796084,-2.5966899460945676,0.0166567221991184,0.7348477363939189,-3.0338496607855623
1624035_a_at,verm,40149,vermiform,0.7119213243206604,7.337976821954747,2.5927390796091734,0.016802168985223912,0.7357196586380176,-3.0410280186962173
1623331_at,CG32199,40028,uncharacterized protein,-0.5590455580793474,6.614052681322136,-2.592614596537096,0.016806771022543698,0.7357196586380176,-3.0412541102836887
1626298_at,CG14958,38387,uncharacterized protein,0.2549073128793333,5.8175960616124325,2.5859440810633596,0.017055113196010833,0.74264711386669,-3.0533619871226914
1638324_s_at,bond,42657,james bond,-0.4540446939395224,9.329967531679733,-2.581951143772627,0.017205413839059623,0.74264711386669,-3.0606027237029374
1625663_at,Kul,43501,Kuzbanian-like,0.2837265954601884,5.65362257512304,2.580953440596834,0.01724316268204958,0.74264711386669,-3.0624111257980613
1633137_at,eIF4E6,43422,eukaryotic translation initiation factor 4E6,-0.3753855536924231,5.79512026187727,-2.580102059054542,0.017275436793675967,0.74264711386669,-3.0639540510295316
1633690_at,CG8323,36566,uncharacterized protein,-0.24549617306892202,8.933574708409939,-2.5770912191140245,0.017390026825469192,0.74264711386669,-3.0694085591108573
1639333_at,al,33208,aristaless,0.35791209891714804,5.9735590922095705,2.5763082622270264,0.017419942147021104,0.74264711386669,-3.070826491378463
1637189_at,Vps39,42192,Vacuolar protein sorting 39,-0.4636536164660221,7.164007230785838,-2.573959531809849,0.017509972690503816,0.74264711386669,-3.0750788167500174
1623837_at,Pez,33882,Pez,0.3948153140291266,7.422959125547343,2.571726747302498,0.017595963409392807,0.74264711386669,-3.079119528721848
1638138_at,CG9014,34777,uncharacterized protein,0.6131201935436454,7.276499023684779,2.5703272104900625,0.017650065242995547,0.74264711386669,-3.081651452473679
1624966_at,CG7423,32894,uncharacterized protein,-0.4782950724600763,5.25927499012829,-2.5696367355833987,0.01767681433838642,0.74264711386669,-3.0829003613665904
1631654_at,CG31693,318887,uncharacterized protein,0.429922945578884,6.567487826613774,2.5693396129845403,0.017688336606174925,0.74264711386669,-3.0834377383762206
1630942_at,CG5742,37072,uncharacterized protein,-0.43233709149812594,6.656856835011779,-2.5674968473492497,0.01775995560251033,0.7428923650916729,-3.0867699142509095
1629698_at,CG3515,33437,uncharacterized protein,-0.32127790928398436,5.507887278981607,-2.564318108908678,0.017884136566207777,0.7453263408809987,-3.0925151966968865
1633621_at,Muc18B,32913,Mucin 18B,0.4375469477274656,5.077893383048425,2.5615420914958538,0.017993250195452823,0.7471167930420742,-3.0975298335366634
1633383_at,toe,39418,twin of eyg,-0.4955819894713134,7.380228584138065,-2.558465003390772,0.018114926683287545,0.7494138533371778,-3.1030853094861217
1638488_at,CG34278,5740656,uncharacterized protein,0.31015669590778305,4.851428322749064,2.553346252004708,0.018319045775402425,0.7497523274769062,-3.112319815903538
1627343_a_at,CG5535,39990,uncharacterized protein,-0.7709387619324692,8.01238933945894,-2.5505651358784247,0.018430849002199007,0.7497523274769062,-3.1173333940640173
1635892_at,CG12321,42174,uncharacterized protein,0.42081531330068245,9.733862273518588,2.5504614254719926,0.018435030583791208,0.7497523274769062,-3.1175203044581514
1635285_at,CG32461,318042,uncharacterized protein,-0.49610743671923174,6.138071888961858,-2.5490710546253093,0.018491175913266232,0.7497523274769062,-3.120025725965129
1634145_s_at,CG14968,38406,uncharacterized protein,-0.4414095539778984,8.854835191747489,-2.547054419818229,0.018572895381774545,0.7497523274769062,-3.1236584984792684
1629043_at,Gr93d,117470,Gustatory receptor 93d,0.27553209530853007,3.660712026154397,2.5458615988608435,0.018621390737935464,0.7497523274769062,-3.1258066002609417
1635679_at,lab,40817,labial,-0.4550359695141726,5.04428813361276,-2.5438709502928045,0.01870258669962399,0.7497523274769062,-3.129390399450143
1636272_at,tey,40146,teyrha-meyrha,-0.6290659548818054,5.438940762570408,-2.5395071477685067,0.01888174152691053,0.7497523274769062,-3.1372419048578672
1631496_at,CG4563,37901,uncharacterized protein,-1.1025308222161794,6.250611620795627,-2.5390798328949087,0.01889937090765629,0.7497523274769062,-3.1380103951799425
1626325_a_at,CG7849,35537,uncharacterized protein,-0.5827190637687805,7.543577556246522,-2.535435873977193,0.019050333693744405,0.7497523274769062,-3.1445612141338395
1633245_at,CG15529,43584,uncharacterized protein,-0.559711883464546,6.0014141662549685,-2.534234226575692,0.019100362684818583,0.7497523274769062,-3.1467204421820054
1626928_at,cuff,36269,cutoff,-0.8053092458005411,5.55941542215219,-2.5318852597413133,0.019198513943775558,0.7497523274769062,-3.1509398445712784
1634381_a_at,CG2818,33597,uncharacterized protein,-0.23268594156937095,8.122628659867411,-2.5316441052553755,0.019208617210451338,0.7497523274769062,-3.151372918188581
1637518_at,CG9314,34198,uncharacterized protein,-0.4988541207888577,7.457811223542102,-2.5306863737991216,0.01924879087766139,0.7497523274769062,-3.1530926480550563
1633751_at,CG10903,40952,uncharacterized protein,-0.2860977694774185,8.534345359237596,-2.529327598306515,0.01930592185946763,0.7497523274769062,-3.155531961900137
1637404_at,PCNA2,35257,Proliferating cell nuclear antigen 2,-0.43211519770808504,5.559169444013512,-2.528182473060415,0.019354192810799854,0.7497523274769062,-3.1575872301984647
1633111_at,Porin2,34499,Porin2,0.4882019044868109,7.404598825542503,2.527925389564401,0.019365045262443155,0.7497523274769062,-3.158048580899865
1634768_at,CG12009,38405,uncharacterized protein,0.40976122533692116,4.367424605572376,2.527168788104308,0.019397017251689328,0.7497523274769062,-3.159406212092971
1637080_at,CG9129,38138,uncharacterized protein,-0.45533764508135555,7.66213322800095,-2.5253202605736207,0.019475338885401938,0.7497523274769062,-3.1627223424594533
1637442_at,ttv,36614,tout-velu,-0.43145276577766456,7.461500651419227,-2.523549014203676,0.019550663427342952,0.7497523274769062,-3.1658987265431926
1630109_at,Acbp3,38783,Acyl-CoA binding protein 3,-0.4998895245356323,9.84136573536711,-2.5217479431973695,0.019627535481929914,0.7497523274769062,-3.1691274804208036
1628732_at,pon,31394,partner of numb,-0.8609411885358895,6.0853687475975,-2.5206131944445076,0.019676113004776116,0.7497523274769062,-3.1711611500181176
1640819_at,CG14422,31286,uncharacterized protein,0.26119598673181255,3.769867289459354,2.518627751649367,0.019761378321319176,0.7497523274769062,-3.1747183367332803
1626196_at,CaBP1,34976,calcium-binding protein 1,-0.35948206464084365,10.074629564317888,-2.5172037205640843,0.01982274617188335,0.7497523274769062,-3.1772688344467945
1623173_at,CG10013,41494,uncharacterized protein,-0.9020972380308683,5.747819022570598,-2.5168583514294913,0.019837656474626954,0.7497523274769062,-3.17788729820817
1630077_at,Or2a,31207,Odorant receptor 2a,-0.30423560126093996,4.116020438615519,-2.516593016773535,0.0198491186395958,0.7497523274769062,-3.1783624133819175
1630621_at,CG15212,50315,uncharacterized protein,0.2983239358515055,4.199435555024662,2.514319294300345,0.019947594946602868,0.7509604577564427,-3.1824327933785357
1631281_a_at,amd,35188,alpha methyl dopa-resistant,-0.49883530994351766,5.105769942053389,-2.5106387221640456,0.020107970614536903,0.7535890132876281,-3.1890178629691377
1634560_at,140up,41720,upstream of RpII140,-0.3669015991877975,7.5700776268134025,-2.5096589308463066,0.020150866124744437,0.7535890132876281,-3.190770050254261
1639821_at,Pif1,33567,Pif1 ortholog,0.5536765321248915,6.078170354678122,2.5049174036951665,0.020359661316364856,0.7588845376469462,-3.199244689256788
1633162_at,CG13532,37632,uncharacterized protein,-0.5144376740026795,4.307719490571502,-2.502944825486642,0.020447118106080308,0.758955191607821,-3.2027679930076163
1624369_at,tomboy40,35553,tomboy40,-0.5508976660207612,7.070750353753927,-2.501846703530274,0.020495956564581672,0.758955191607821,-3.2047287996281493
1638455_at,CG43111,12798347,uncharacterized protein,-0.6158977958655978,7.755817864054064,-2.4890934372235427,0.02107118132611055,0.7772118365617322,-3.227469745531139
1639689_at,nod,32107,no distributive disjunction,0.4955372834367413,7.128440827707255,2.4868353588941763,0.02117458564295976,0.7772118365617322,-3.2314901997029675
1625126_at,snama,37857,something that sticks like glue,-0.32237218575870674,7.421526665265037,-2.4863813041050227,0.021195435245352712,0.7772118365617322,-3.2322984132787798
1630440_at,Mtr3,40173,Mtr3,-0.24829065140318018,7.478376921552458,-2.482509400529798,0.021374006951568693,0.7812234126570125,-3.239187369286638
1639107_at,CG42535,8674023,uncharacterized protein,-0.502338795642455,5.832523402162025,-2.4793084861193875,0.021522690343648662,0.7831657123631758,-3.2448784283790126
1628818_at,CG17562,42021,uncharacterized protein,0.7389234674474832,9.171595343904807,2.47749149955404,0.02160751809070348,0.7831657123631758,-3.2481072960253643
1640608_at,Prosbeta2,39628,Proteasome beta2 subunit,0.32819283844366787,11.097558998001203,2.4704991590906524,0.02193687593644272,0.7831657123631758,-3.260521886617799
1633268_s_at,Nha1,33961,Na[+]/H[+] hydrogen antiporter 1,-0.41345877673866305,8.662094609617135,-2.469482074563476,0.021985170935100565,0.7831657123631758,-3.262326201003435
1630878_a_at,CG1750,43699,uncharacterized protein,-0.3402373549800233,6.39035155368921,-2.4683990121847397,0.022036707626145187,0.7831657123631758,-3.2642471478708046
1629780_at,CG13471,39604,uncharacterized protein,-0.49427750000608306,6.7590572077555295,-2.4682854481748886,0.022042117991987097,0.7831657123631758,-3.2644485432067762
1631203_at,CG6362,37032,uncharacterized protein,0.2731831038660193,4.881434387677909,2.4680313765466404,0.02205422683730857,0.7831657123631758,-3.264899098930132
1639460_a_at,crok,34646,crooked,0.37316896382595033,9.006559260863822,2.466459674257512,0.022129270617268857,0.7831657123631758,-3.267685742188928
1635700_at,CG31792,35163,uncharacterized protein,0.457139365424041,5.2158248309206146,2.4652277201515327,0.022188258594947347,0.7831657123631758,-3.269869380541742
1624288_at,CG10654,39428,uncharacterized protein,-0.4487342216128134,5.566384694990256,-2.464115657315382,0.022241631623204902,0.7831657123631758,-3.271840037099256
1636367_at,CG11018,37259,uncharacterized protein,-0.501030387262297,7.21998673455397,-2.4640713693276264,0.022243759680058567,0.7831657123631758,-3.2719185093184184
1636084_at,CG6497,39924,uncharacterized protein,0.3446932622812069,6.427086138515695,2.4637486989961164,0.022259269848466393,0.7831657123631758,-3.2724902151592477
1623357_at,BHD,38793,Birt-Hogg-Dube,-0.3007945744275089,7.224723157803131,-2.459250533266924,0.0224765390260342,0.788354135900715,-3.2804560876372735
1626722_at,ms(3)76Ba,40109,male sterile (3) 76Ba,-0.5039303675044051,5.406529898845647,-2.453160671590245,0.022773834231841924,0.794162742629351,-3.2912289169491777
1628325_at,Krn,326198,Keren,0.30174538099100445,8.12741310186834,2.4502396709499727,0.022917725658296147,0.794162742629351,-3.2963912660143655
1627093_at,lncRNA:CR9284,12798136,long non-coding RNA:CR9284,-0.757140183332055,8.483073301947037,-2.448777615384138,0.022990064955292492,0.794162742629351,-3.298974008391907
1636550_at,Obp22a,246672,Odorant-binding protein 22a,-0.4604778011148891,6.830355728461653,-2.4469910265584165,0.023078749575462933,0.794162742629351,-3.302128972235916
1639496_at,CG17349,35209,uncharacterized protein,0.339722307474414,7.341109776794355,2.445799168780861,0.023138088987128033,0.794162742629351,-3.3042330356502982
1638571_at,CG32588,318101,uncharacterized protein,-0.3481459397257698,6.218356845433276,-2.4455824233042494,0.023148895389922708,0.794162742629351,-3.3046156139518437
1632745_at,CG3610,41795,uncharacterized protein,-0.5280435128268017,7.264700186064727,-2.445441687740102,0.023155914634345024,0.794162742629351,-3.304864017545777
1636660_at,CG14903,42014,uncharacterized protein,-0.2670943159234209,8.902342109813628,-2.4425314915085394,0.023301505903134054,0.794162742629351,-3.3099989795911355
1640707_at,CG15772,31498,uncharacterized protein,-0.4922859191905298,6.294828169529842,-2.4424629536940636,0.02330494494089209,0.794162742629351,-3.310119874856868
1634542_at,Sc2,38457,Sc2,0.5243877610208045,11.108682474846095,2.4405751449751563,0.02339985552455877,0.794162742629351,-3.313449134135292
1636705_at,mbo,41562,members only,-0.5156207360186063,7.445477937134642,-2.440261954433903,0.023415636027587557,0.794162742629351,-3.3140013356469953
1629159_at,CG16865,34788,uncharacterized protein,-0.5535069708231974,7.444711137642653,-2.438420136832911,0.02350863852229134,0.7949298307507736,-3.317247996073916
1631767_at,CG13538,37667,uncharacterized protein,0.36647464814047126,6.209615414104512,2.4326999615429985,0.023799670195738275,0.8023685826587107,-3.3273231642008203
1626010_at,CG4960,43115,uncharacterized protein,0.708320455536195,6.0458014748641675,2.4271940079923073,0.024082958650496925,0.8095027827342628,-3.337009457010612
1630351_at,CG31229,318636,uncharacterized protein,-0.21317991919152135,8.459910231038581,-2.4256880329354353,0.0241609862353479,0.8097156633294337,-3.3396568468568697
1634835_at,CG15880,33257,uncharacterized protein,0.40623189668721604,5.96891254889041,2.415784675390189,0.024679969391439974,0.8221225188825549,-3.3570448985009844
1632491_at,CG32985,326244,uncharacterized protein,-0.44278748762547693,6.291761184041001,-2.4134344493726516,0.024804640746998004,0.8221225188825549,-3.3611659138996317
1629485_at,gd,32159,gastrulation-defective,0.36956537027374203,5.285669293490995,2.41054190009458,0.024958881773934093,0.8221225188825549,-3.3662349876476
1632901_s_at,c(3)G,47765,crossover suppressor on 3 of Gowen,-0.6915958532735784,6.412736003165843,-2.4050283581582463,0.02525534780120599,0.8221225188825549,-3.375888412765682
1635013_s_at,nesd,35298,nessun dorma,0.5966570698169269,7.101340861305871,2.4049612838959913,0.0252589744204213,0.8221225188825549,-3.376005778746391
1629535_at,CG14861,41810,uncharacterized protein,0.3111154435086476,6.98818502216212,2.4043117213711676,0.025294120395577938,0.8221225188825549,-3.3771422887543454
1641045_at,Osi18,40775,Osiris 18,0.2308820801184197,4.742417763563008,2.403486768163333,0.0253388215517089,0.8221225188825549,-3.3785854390905947
1637989_at,eIF3d2,41475,eukaryotic translation initiation factor 3 subunit d2,-0.4185442843902365,6.670286394815476,-2.4006767451110416,0.025491635913591996,0.8221225188825549,-3.383499258860672
1640005_at,CG31418,42084,uncharacterized protein,-0.5013164818290168,7.014835771376318,-2.3990561383849887,0.02558015511806796,0.8221225188825549,-3.3863317973482494
1633562_at,CG14569,40417,uncharacterized protein,0.30579812439525966,4.056581509644165,2.3982406618010352,0.025624804836552193,0.8221225188825549,-3.387756726824729
1635531_at,rost,34222,rolling stone,-0.4047783178927018,8.951781011118474,-2.397680693028958,0.025655506528238572,0.8221225188825549,-3.388735044610354
1623335_a_at,CG5044,41869,uncharacterized protein,0.4291163237205069,10.12214372971023,2.396620567720777,0.025713723831841187,0.8221225188825549,-3.390586852172016
1636236_at,CG2111,31995,uncharacterized protein,-0.40409682018196236,5.435653806803938,-2.395976281231591,0.025749164858527206,0.8221225188825549,-3.391712068661142
1637290_at,Dsk,45845,Drosulfakinin,-0.5710863009495952,7.815181801869918,-2.395871332122049,0.025754942198457455,0.8221225188825549,-3.3918953422713876
1635939_a_at,CG9641,33502,uncharacterized protein,-0.5204492325597743,8.782717804532128,-2.3943145304564273,0.025840783538577907,0.8221225188825549,-3.3946135009800615
1633617_at,CG15116,37194,uncharacterized protein,-0.5083945808753487,8.096688759702936,-2.3942589420077405,0.025843853551129517,0.8221225188825549,-3.3947105405226434
