ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0005813,centrosome,107/7652,126/11938,1.529193889731778e-7,2.7789144134091278e-6,1.642981456844306e-6,Bub1/pav/Pp4-19C/dila/CG45105/Klp59C/aurB/Fign/Klp59D/BBS1/CG13526/Klp61F/Lis-1/CG7886/tacc/robl/jub/asl/gammaTub23C/Girdin/CycE/CycB3/DCTN1-p150/CG10822/Kat60/Bsg25D/del/Rab11/robl37BC/robl62A/CG15564/aurA/Grip75/asp/Sas-4/Patronin/msps/hook/14-3-3epsilon/Cluap1/CG9286/Sgt1/Map60/Cnb/CG17493/SAK/ana2/CG15602/CG3437/CG13032/Hsp83/Rcd6/Chro/sstn/IFT20/CG31275/spd-2/wake/Grip128/CG10834/robl22E/Cp190/Grip163/Neurl4/Cep97/mats/JTBR/cdc14/Grip84/sced/ALiX/CG16837/Sas-6/CG18109/Klp10A/poe/p120ctn/cnn/Grip91/polo/Mzt1/Gorab/Zmynd10/corto/ncd/CG9406/Nek2/Mps1/DCTN2-p50/Dlic/CG16896/CG31802/nudE/Arp1/gammaTub37C/CG7716/TBCB/chb/Cen/CycB/CG5270/robls54B/Oseg5/ana3/cep290/toc/vih,107
GO:0031967,organelle envelope,326/7652,432/11938,1.6811114935724255e-7,2.8578895390731236e-6,1.6896740308911307e-6,Rad9/Ucp4A/emb/porin/Nup154/Nup43/CG32727/CG3776/kud/mge/Buffy/GC2/Ndc1/Miro/Tengl3/xmas/Dhod/ATPsynCF6L/CG5903/Ranbp16/NP15.6/Elys/kuk/CG9855/Tom40/CG14118/Cyt-c1L/tomboy40/UQCR-C2/Uggt/COX4L/EMRE/CG6878/CG7506/sun/Lis-1/CG12511/Tim13/Ant2/CG17996/14-3-3zeta/Surf1/Tengl2/Cyt-c1/CG3270/msk/Marf/Ntf-2r/CG5265/Coq2/Tim9a/CG1824/Rim2/ND-B17.2/ND-B14.7/Tim17b1/Tspo/CG7514/CG34172/HtrA2/Dsor1/ATPsynGL/COX7AL/Cyt-c-d/vib/ND-B14/Sirup/Tim23/Nup93-2/Letm1/bif/CG4743/CG6629/e(y)2b/CG3803/Opa1/CG11752/Rab11/AIF/CG11110/Ntf-2/CG12917/l(3)87Df/CG18418/ND-23/CG8111/SdhD/Gdap1/ND-B16.6/sbr/rho-7/OXA1L/Nup37/Sdhaf3/Sce/UQCR-11/ttm50/clu/ND-51L2/TER94/ND-24/klar/Nup62/gcl/CG5989/SREBP/CG17300/UQCR-11L/Sirt1/DNApol-alpha73/CG13564/ATPsynB/CG5662/baf/CG9240/Nup205/cry/CG8728/p23/CG14120/CG42390/colt/MME1/ord/SdhA/ssp/yrt/schlank/CG32832/Nup214/ATPsynC/Nup35/CG5199/Slc25A46a/Tim17a2/CG33331/Nup93-1/SCaMC/Parp16/CG11815/Nxt1/Debcl/Kap-alpha1/CG9863/LamC/fzo/Nup50/ND-B15/Impbeta11/ND-B14.5AL/CG31229/CG1724/CG1907/Hsc70-4/Patj/CG11498/cn/Dbp80/shop/CG30412/spag4/CG15459/ttm2/Gpo1/MAN1/ATPsynO/gwl/Tim17b/Nup44A/CG14062/Ranbp9/Ote/EndoG/Nup98-96/ND-18/Gle1/CG1409/Nup107/ND-13A/ttm3/CG14006/Ucp4C/mfrn/levy/Porin2/CG10761/ND-51/Mpcp1/spoon/CG16781/SdhBL/Mpc1/MCU/ND-20L/ND-24L/CG9393/ND-39/ox/CG17991/CG8004/zuc/Trap1/Nup133/CG3092/ND-15/CG4880/CG6512/Tom20/UQCR-14/Coq7/CG13458/Ppox/RanBP3/CG6659/CG4520/Nup188/ND-MLRQ/CG15458/polo/CG12782/knon/Nup160/CG8009/CG7382/Rae1/ND-49L/Erk7/Nup153/Nup75/mbo/Lam/Scox/Mul1/ATPsynepsilonL/CG11077/CG12464/CG14712/Cse1/Adk2/Sec13/CG7470/CG9065/CG14270/Nup58/Baldspot/ND-51L1/wash/Aladin/btz/Tim8/CG14483/CG9399/CG41128/ATPsynF/Dlic/CG7772/l(3)neo43/CG43321/UQCR-14L/CG5131/cype/CG8531/GC1/CG7744/nudE/ABCB7/ND-75/MICU1/CG12479/Chchd3/prel/CG13137/Tom70/fs(1)Ya/Mtor/Mitofilin/CG5676/Ulp1/ATPsynE/SdhC/ND-42/Cln3/Ttc19/CG7655/Tim17a1/bocks/l(2)37Bb/tomboy20/COX6AL/COX5A/CIA30/ND-B8/COX5BL/e(y)2/CG11779/Axs/CG7616/UQCR-6.4/Neb-cGP/SdhB/COX5B/Nup54/COX4/CG3156/Tengl4/ND-13B/ATPsynbetaL/mad2/UQCR-Q/toc/Cyt-c-p/CG4942/Slc25A46b/ND-B22/Hsp60A/SdhAL/LBR/CG9723/ND-B14.5B/CG7394/ND-B14.5A/Tengl1/Tpc1/CG9396/CG14929/Mad1,326
GO:0031975,envelope,326/7652,432/11938,1.6811114935724255e-7,2.8578895390731236e-6,1.6896740308911307e-6,Rad9/Ucp4A/emb/porin/Nup154/Nup43/CG32727/CG3776/kud/mge/Buffy/GC2/Ndc1/Miro/Tengl3/xmas/Dhod/ATPsynCF6L/CG5903/Ranbp16/NP15.6/Elys/kuk/CG9855/Tom40/CG14118/Cyt-c1L/tomboy40/UQCR-C2/Uggt/COX4L/EMRE/CG6878/CG7506/sun/Lis-1/CG12511/Tim13/Ant2/CG17996/14-3-3zeta/Surf1/Tengl2/Cyt-c1/CG3270/msk/Marf/Ntf-2r/CG5265/Coq2/Tim9a/CG1824/Rim2/ND-B17.2/ND-B14.7/Tim17b1/Tspo/CG7514/CG34172/HtrA2/Dsor1/ATPsynGL/COX7AL/Cyt-c-d/vib/ND-B14/Sirup/Tim23/Nup93-2/Letm1/bif/CG4743/CG6629/e(y)2b/CG3803/Opa1/CG11752/Rab11/AIF/CG11110/Ntf-2/CG12917/l(3)87Df/CG18418/ND-23/CG8111/SdhD/Gdap1/ND-B16.6/sbr/rho-7/OXA1L/Nup37/Sdhaf3/Sce/UQCR-11/ttm50/clu/ND-51L2/TER94/ND-24/klar/Nup62/gcl/CG5989/SREBP/CG17300/UQCR-11L/Sirt1/DNApol-alpha73/CG13564/ATPsynB/CG5662/baf/CG9240/Nup205/cry/CG8728/p23/CG14120/CG42390/colt/MME1/ord/SdhA/ssp/yrt/schlank/CG32832/Nup214/ATPsynC/Nup35/CG5199/Slc25A46a/Tim17a2/CG33331/Nup93-1/SCaMC/Parp16/CG11815/Nxt1/Debcl/Kap-alpha1/CG9863/LamC/fzo/Nup50/ND-B15/Impbeta11/ND-B14.5AL/CG31229/CG1724/CG1907/Hsc70-4/Patj/CG11498/cn/Dbp80/shop/CG30412/spag4/CG15459/ttm2/Gpo1/MAN1/ATPsynO/gwl/Tim17b/Nup44A/CG14062/Ranbp9/Ote/EndoG/Nup98-96/ND-18/Gle1/CG1409/Nup107/ND-13A/ttm3/CG14006/Ucp4C/mfrn/levy/Porin2/CG10761/ND-51/Mpcp1/spoon/CG16781/SdhBL/Mpc1/MCU/ND-20L/ND-24L/CG9393/ND-39/ox/CG17991/CG8004/zuc/Trap1/Nup133/CG3092/ND-15/CG4880/CG6512/Tom20/UQCR-14/Coq7/CG13458/Ppox/RanBP3/CG6659/CG4520/Nup188/ND-MLRQ/CG15458/polo/CG12782/knon/Nup160/CG8009/CG7382/Rae1/ND-49L/Erk7/Nup153/Nup75/mbo/Lam/Scox/Mul1/ATPsynepsilonL/CG11077/CG12464/CG14712/Cse1/Adk2/Sec13/CG7470/CG9065/CG14270/Nup58/Baldspot/ND-51L1/wash/Aladin/btz/Tim8/CG14483/CG9399/CG41128/ATPsynF/Dlic/CG7772/l(3)neo43/CG43321/UQCR-14L/CG5131/cype/CG8531/GC1/CG7744/nudE/ABCB7/ND-75/MICU1/CG12479/Chchd3/prel/CG13137/Tom70/fs(1)Ya/Mtor/Mitofilin/CG5676/Ulp1/ATPsynE/SdhC/ND-42/Cln3/Ttc19/CG7655/Tim17a1/bocks/l(2)37Bb/tomboy20/COX6AL/COX5A/CIA30/ND-B8/COX5BL/e(y)2/CG11779/Axs/CG7616/UQCR-6.4/Neb-cGP/SdhB/COX5B/Nup54/COX4/CG3156/Tengl4/ND-13B/ATPsynbetaL/mad2/UQCR-Q/toc/Cyt-c-p/CG4942/Slc25A46b/ND-B22/Hsp60A/SdhAL/LBR/CG9723/ND-B14.5B/CG7394/ND-B14.5A/Tengl1/Tpc1/CG9396/CG14929/Mad1,326
GO:0071011,precatalytic spliceosome,119/7652,144/11938,6.884199166146444e-7,1.1337415501747424e-5,6.703036030195221e-6,Prp19/cyp33/CG8833/SmE/abs/ytr/Rm62/Caper/CG11808/Cdc2rk/x16/Sf3a2/tbrd-1/Sf3b5/Tango4/CG17187/U2af38/l(3)72Ab/REG/SmB/Rack1/BCAS2/CG17266/SNRPG/c12.1/CG10466/CG1965/hfp/CG5641/Dim1/SmF/SmD1/lark/Srp54/CG6841/rin/CG17764/pAbp/CG2685/fand/beag/kin17/Hsc70-4/noi/CG17454/Sf3b6/CG6209/SF1/U2A/aub/qkr58E-1/CG10907/CG4119/Moca-cyp/Smu1/Bug22/SRm160/PQBP1/Bin1/Spf45/Prp31/U2af50/Sf3b1/Sf3b3/CG3225/CG10333/yps/snf/Cdc5/CG12343/Phf5a/CG6015/CG9684/CG1677/snRNP-U1-70K/l(2)37Cb/Zn72D/SmD2/crn/CG1622/SmD3/lost/CG31368/Dhx15/Usp39/mago/Ars2/sip1/Bx42/CG5808/CG10418/CG9667/CG2931/CG3542/CG14641/Sf3b2/Prp38/l(1)10Bb/LSm3/tra2/U4-U6-60K/Cypl/CG4887/Sf3a1/CG2021/CG6686/pea/Cbp20/LSm7/CG7028/Pep/Spx/Prp8/CG7564/CG30122/Pnn/Mfap1/CG7483/Prp3,119
GO:0044431,Golgi apparatus part,156/7652,195/11938,8.249371338379526e-7,1.3173996046442454e-5,7.788880115343986e-6,p115/Vps51/Tsp68C/Rab9/fng/CG7456/Golgin245/Mgat1/AP-1mu/Rab14/PICK1/SCAP/CG14511/CG31495/Rab19/sau/GlcAT-P/CG15814/Arf79F/CG15099/Rab35/CG4293/CG12393/brn/gammaCOP/meigo/Golgin104/CG3500/cbs/Syx5/Gga/AP-1sigma/opm/alpha-Man-IIa/fws/betaCOP/SMSr/wls/CG5510/GPHR/Lrrk/CG33635/scat/Naa60/Pi4KIIalpha/Clc/Pgant4/Rab40/Sec23/Papst2/Grasp65/Bet3/RabX2/Sec71/FucTA/CG9356/brun/Cog3/Arfip/Trs31/senju/Sec31/CG11753/Vps50/CG4301/aux/CG8708/CG43322/Rab9Fb/CG1968/sfl/Qsox3/Cog7/heix/CG6488/alphaCOP/Rab32/syd/CG5447/CG5021/Rab30/rod/CG9590/GM130/Pgant35A/SIDL/Golgin84/alpha-Man-IIb/Mgat2/PGAP2/ldlCp/Qsox2/loj/epsilonCOP/l(3)76BDm/AP-1gamma/g/Glg1/Zw10/ATP7/CG7083/Pgant8/CG15880/CG9981/CG9384/Rich/Qsox4/Pgant5/Syx16/rho/CG9773/Sec22/CG32069/Qsox1/beta'COP/lva/CG7990/Arl1/Vps53/VAChT/Pgant6/Gorab/CG7011/GCC185/Arl5/Hpd/Pgant3/FucTB/ICA69/CG8841/GlcAT-I/Bet1/Afti/CG10365/Cog1/Gos28/Yif1/Trs33/AP-1-2beta/FucT6/Csas/Vti1a/Nsf2/Ugalt/CG14971/GlcT/comt/Chc/ArfGAP3/Fur2/CG14232/GCC88/Pgant1/step/ArfGAP1/stet,156
GO:0005819,spindle,98/7652,116/11938,8.560600016673095e-7,1.3268930025843297e-5,7.845008064814972e-6,twe/pav/CG32086/alphaTub85E/Klp59C/aurB/Klp61F/Klp3A/Lis-1/Zwilch/tacc/CG33490/cbs/gammaTub23C/DCTN1-p150/SA/wac/CG15564/aurA/Grip75/asp/Patronin/Det/clu/Asator/CG33489/Clc/msps/CG31907/CG9286/galla-1/aust/dgt4/Meics/Arl8/dgt6/CG3437/Apc2/Chro/spag4/Rep/wake/Grip128/Klp67A/Cdk1/Cp190/Incenp/Grip163/rod/JTBR/Moe/cdc14/sub/Grip84/shot/Kebab/borr/CG18109/Klp10A/CG32232/Zw10/tum/CLIP-190/cnn/Grip91/polo/Mzt1/Ran/CG32371/Map205/ncd/feo/CG18190/Mps1/fbl/mars/bora/nudE/dgt2/gammaTub37C/Mtor/CG7716/TBCB/Tao/CG15306/chb/CycB/Axs/mei-38/Wdr62/CG6664/mad2/toc/vih/CG2955/dgt5/Mad1/Mink,98
GO:0044432,endoplasmic reticulum part,196/7652,251/11938,9.170450739399161e-7,1.3808078684752452e-5,8.163769680788427e-6,Lnpk/CG7149/CG7573/kud/CG11999/Der-2/CG17883/boca/CG6527/SCAP/CG5969/CG13829/ninaA/CG1317/Sar1/CG14511/Sras/CG9855/Use1/Membrin/Rab19/CG15814/Sec16/CG8630/Ufl1/CG4293/CG6790/Ost48/meigo/CG31523/CG3500/Osbp/rumi/CG4960/CG5342/PIG-U/fws/l(1)G0320/SMSr/Sec63/bif/wls/CG5510/CG1924/CG6230/shams/GCS1/CG15168/Cnx99A/Sec61beta/Catsup/Ero1L/fan/Cds/me31B/CG2918/Desat1/SREBP/Sec23/Seipin/Papst2/nero/CG9175/Sec24CD/rho-5/CG9743/Parp16/SppL/sit/Sec31/CG13978/CG11781/CG31141/OstDelta/ORMDL/CG32847/Arv1/Cnx14D/CG30156/CG8534/Stt3B/THADA/EMC8-9/crc/CG31935/CG6766/CG11137/Vap33/CG9747/Arr2/RpS26/Hrd3/CG1998/PIG-O/eloF/Spase12/Rab30/GAA1/PIG-F/PGAP2/Trp1/CG10761/PIG-B/mol/CG16781/RyR/Fad2/CG5823/ELOVL/CG17991/jp/CG17270/CG33110/CG9459/PGAP3/Zw10/CG17821/CG15880/CG10470/CG4880/EMC3/twr/Ostgamma/Elo68alpha/CG4972/Xbp1/Hsc70-3/CG8311/Sec22/CG32069/PIG-A/CG7990/alt/wol/Rint1/PIG-T/CG8112/CG31139/Erk7/por/CG7011/CG8141/mdy/Spp/CG3061/PIG-G/Alg10/Hpd/CG14671/PIG-K/Desat2/CG9458/Baldspot/PIG-C/Spase25/rt/S/CG10166/PIG-Q/bond/Xxylt/atl/CG31460/CG9662/Sec61alpha/Yif1/CG4907/CG16904/Vti1a/PIG-N/CG5027/Gtp-bp/ste24b/CG1598/GlcT/Calr/Itp-r83A/ghi/tw/CG3149/CG18609/SelG/CG33116/Alg14/wbl/PIG-H/CG10425/Alg11/sip3/CG7218/CG9592/Alg3/LBR/CG1371/CG8397/Spase22-23,196
GO:0042175,nuclear outer membrane-endoplasmic reticulum membrane network,175/7652,222/11938,1.146531903432568e-6,1.678395314191565e-5,9.923200099884212e-6,CG7149/CG7573/kud/CG11999/Der-2/CG17883/CG6527/SCAP/CG5969/CG13829/CG1317/CG14511/Sras/CG9855/Use1/Membrin/Rab19/CG15814/CG8630/Ufl1/CG4293/CG6790/Ost48/meigo/CG31523/CG3500/CG4960/CG5342/PIG-U/l(1)G0320/SMSr/Sec63/bif/wls/CG5510/CG1924/CG6230/shams/GCS1/CG15168/Cnx99A/Sec61beta/Ero1L/fan/Cds/klar/Desat1/SREBP/Seipin/Papst2/nero/CG9175/rho-5/Sec5/CG9743/SppL/sit/CG13978/CG11781/CG31141/OstDelta/ORMDL/CG32847/Cnx14D/CG30156/CG8534/Stt3B/THADA/EMC8-9/crc/CG11137/Vap33/CG9747/RpS26/Hrd3/CG1998/PIG-O/eloF/Spase12/Rab30/GAA1/PIG-F/PGAP2/Trp1/CG10761/PIG-B/mol/CG16781/RyR/Fad2/CG5823/ELOVL/CG17991/jp/CG17270/CG33110/CG9459/PGAP3/CG17821/CG15880/CG10470/EMC3/twr/Ostgamma/Elo68alpha/CG4972/Xbp1/CG8311/Sec22/CG32069/PIG-A/CG7990/alt/wol/CG8009/PIG-T/CG8112/Erk7/por/CG7011/CG8141/mdy/Spp/CG3061/PIG-G/Alg10/Hpd/CG14671/PIG-K/CG41106/Desat2/CG9458/Baldspot/PIG-C/Spase25/rt/S/CG10166/PIG-Q/bond/Xxylt/atl/CG31460/CG9662/Sec61alpha/Yif1/CG4907/CG16904/Vti1a/PIG-N/CG5027/Gtp-bp/ste24b/GlcT/Calr/Itp-r83A/ghi/tw/CG3149/CG18609/SelG/CG33116/Axs/Alg14/PIG-H/CG10425/Alg11/sip3/CG7218/CG9592/Alg3/LBR/CG1371/CG8397/Spase22-23,175
GO:0098687,chromosomal region,162/7652,204/11938,1.2260546769243337e-6,1.7462994992949296e-5,1.0324670963573338e-5,Spindly/Bub1/prod/Rm62/Pp4-19C/Spps/Asciz/aurB/cmet/BEAF-32/trx/Mlf/woc/G9a/Lis-1/Kmn1/dup/Zwilch/e(y)3/MED17/cid/Cap-D2/CG5181/Ku80/HipHop/REG/vig/Elba2/CG11788/Spt5/DCTN1-p150/Marcal1/SA/Rif1/Su(var)3-7/pho/spt4/Gcn5/aurA/RpA-70/RpII33/Det/barr/msps/Spc105R/Dp1/SuUR/Spc25/CG10053/Snm1/MED26/ver/lawc/ord/Xpd/Cenp-C/Sry-delta/Sgt1/HP1c/Cdk9/aust/cal1/Nnf1a/Cap-G/Nup50/Ndc80/Sirt6/pzg/Hsp83/RpL11/tHMG2/Chro/XNP/vtd/NSD/Psc/CG2990/jumu/Sry-beta/Nuf2/smt3/PPP4R2r/Klp67A/Cp190/nbs/Nup98-96/Rcd5/Incenp/nsl1/Gug/rod/Moe/mof/HDAC1/tHMG1/Ada3/Kebab/Mis12/sunn/Sirt7/Top1/Parp/borr/Klp10A/Cdk12/ddbt/Ndf/Zw10/Nup133/CLIP-190/Spt6/ash2/Utx/Mhc/Nlp/Orc2/HP1b/Tip60/Adf1/polo/lwr/Atf-2/Lhr/Pc/scf/ms(3)K81/BuGZ/Sec13/mre11/Bub3/Su(var)2-HP2/Mps1/CycT/HP6/cav/Nnf1b/nudE/MBD-R2/rad50/mu2/His2Av/Hrb87F/RPA2/HP5/chb/Chd1/CycB/z/Irbp/Pep/Noa36/Su(var)205/RpII215/Sse/mad2/BubR1/JIL-1/Hmr/vig2/piwi/TH1/Mad1,162
GO:0005789,endoplasmic reticulum membrane,170/7652,216/11938,1.960177168722334e-6,2.718456231359658e-5,1.6072366812792547e-05,CG7149/CG7573/kud/CG11999/Der-2/CG17883/CG6527/SCAP/CG5969/CG13829/CG1317/CG14511/Sras/CG9855/Use1/Membrin/Rab19/CG15814/CG8630/Ufl1/CG4293/CG6790/Ost48/meigo/CG31523/CG3500/CG4960/CG5342/PIG-U/l(1)G0320/SMSr/Sec63/bif/wls/CG5510/CG1924/CG6230/shams/GCS1/CG15168/Cnx99A/Sec61beta/Ero1L/fan/Cds/Desat1/SREBP/Seipin/Papst2/nero/CG9175/rho-5/CG9743/SppL/sit/CG13978/CG11781/CG31141/OstDelta/ORMDL/CG32847/Cnx14D/CG30156/CG8534/Stt3B/THADA/EMC8-9/crc/CG11137/Vap33/CG9747/RpS26/Hrd3/CG1998/PIG-O/eloF/Spase12/Rab30/GAA1/PIG-F/PGAP2/Trp1/CG10761/PIG-B/mol/CG16781/RyR/Fad2/CG5823/ELOVL/CG17991/jp/CG17270/CG33110/CG9459/PGAP3/CG17821/CG15880/CG10470/EMC3/twr/Ostgamma/Elo68alpha/CG4972/Xbp1/CG8311/Sec22/CG32069/PIG-A/CG7990/alt/wol/PIG-T/CG8112/Erk7/por/CG7011/CG8141/mdy/Spp/CG3061/PIG-G/Alg10/Hpd/CG14671/PIG-K/Desat2/CG9458/Baldspot/PIG-C/Spase25/rt/S/CG10166/PIG-Q/bond/Xxylt/atl/CG31460/CG9662/Sec61alpha/Yif1/CG4907/CG16904/Vti1a/PIG-N/CG5027/Gtp-bp/ste24b/GlcT/Calr/Itp-r83A/ghi/tw/CG3149/CG18609/SelG/CG33116/Alg14/PIG-H/CG10425/Alg11/sip3/CG7218/CG9592/Alg3/LBR/CG1371/CG8397/Spase22-23,170
GO:0098588,bounding membrane of organelle,251/7652,331/11938,2.298218367825746e-6,3.1055412303696616e-5,1.83609348684594e-5,porin/p115/fng/kud/prt/mge/Buffy/Miro/Vps2/AP-1mu/CG10435/PICK1/SCAP/Sar1/CG14511/CG9855/Membrin/Vps4/Vha36-1/Rab19/GlcAT-P/Tom40/CG15814/Sec16/tomboy40/w/Rab35/Sk2/CG4293/CG12511/Rilpl/Vsp37A/Vha55/gammaCOP/ABCD/CG14182/VGAT/meigo/CG11802/CG5235/LManV/Marf/CG3500/Syx5/Pi3K59F/Snx1/Tspo/Vps24/AP-1sigma/alpha-Man-IIa/betaCOP/SMSr/Sec63/bif/wls/CG5510/Rab11/Vha13/Vha100-3/AP-2sigma/Sec61beta/GPHR/Gdap1/Lrrk/Sur-8/CG33635/Naa60/Pex11/clu/Pi4KIIalpha/Clc/klar/Syx17/CG5065/Vps36/AP-2mu/RagC-D/Rab40/CG6051/Sec23/CG5662/Papst2/VhaAC39-2/Vha68-3/Sec24CD/CG6707/Vha26/Bet3/Vps29/RabX2/ATP6AP2/Pmp70/CG9356/Slc25A46a/Arl8/Arfip/Debcl/SppL/senju/Sec31/CG11753/fzo/CG8176/spin/Topors/Atg8b/BicD/Pex23/Vps13/Chmp1/CG11498/cn/Rab9Fb/Vha100-2/Atg14/CG9132/CG13827/CG5498/RagA-B/Qsox3/heix/Pex12/alphaCOP/syd/RpS26/alphaSnap/CG5447/CG14812/CG5021/Pex1/Rab30/gammaSnap1/GM130/Pex13/Pex10/Dhap-at/Golgin84/alpha-Man-IIb/PGAP2/Porin2/CG10761/Hip1/CG14184/spoon/CG16781/RyR/Qsox2/Atg16/epsilonCOP/CG9393/Pex5/yin/CG17991/CG8004/zuc/AP-1gamma/CG14020/AP-2alpha/g/Glg1/Vamp7/ema/CG15880/Vha68-2/Tom20/CG32225/Rich/Qsox4/Vps20/CG1275/Vha44/Syx16/rho/Snap24/CG9773/Rab23/unc-13/Sec22/CG32069/CG4520/Qsox1/beta'COP/CG15399/CG7990/Vps37B/comm/Vha100-4/VAChT/Syn/CG7011/MRP/CG8303/Mul1/CG11077/Vha68-1/Sec13/Vps39/Hpd/LManIII/FucTB/ICA69/Baldspot/GlcAT-I/Vps28/Bet1/Afti/Pex14/S/PMP34/Zip48C/LTV1/Vps60/Gos28/Sec61alpha/Yif1/AP-1-2beta/Pex3/FucT6/Vti1a/Syx6/Tom70/Gtp-bp/Ugalt/CG5676/lsn/Syngr/GlcT/Itp-r83A/Atg8a/Vps25/Vha14-1/Rph/Sara/tomboy20/Chc/Rme-8/TSG101/Axs/ArfGAP3/CG5608/Fur2/lqf/HPS4/CG14232/Pex16/Slc25A46b/st/step/Mvb12/ArfGAP1/stet,251
GO:0000775,"chromosome, centromeric region",73/7652,84/11938,2.367768984741459e-6,3.119535637396872e-5,1.844367419693347e-5,Spindly/Bub1/prod/Pp4-19C/aurB/cmet/Lis-1/Kmn1/dup/Zwilch/MED17/cid/Cap-D2/CG11788/DCTN1-p150/SA/Su(var)3-7/aurA/Det/barr/msps/Spc105R/SuUR/Spc25/CG10053/MED26/ord/Cenp-C/Sgt1/aust/cal1/Nnf1a/Cap-G/Ndc80/XNP/vtd/NSD/Nuf2/smt3/PPP4R2r/Klp67A/Incenp/rod/Kebab/Mis12/sunn/borr/Klp10A/Zw10/Nup133/CLIP-190/Orc2/polo/lwr/Atf-2/Lhr/BuGZ/Bub3/Su(var)2-HP2/Mps1/HP6/cav/Nnf1b/nudE/mu2/chb/CycB/Noa36/Su(var)205/mad2/BubR1/Hmr/Mad1,73
GO:0098827,endoplasmic reticulum subcompartment,175/7652,224/11938,3.305784581682463e-6,4.2491426208455075e-5,2.512226537042385e-5,Lnpk/CG7149/CG7573/kud/CG11999/Der-2/CG17883/CG6527/SCAP/CG5969/CG13829/CG1317/CG14511/Sras/CG9855/Use1/Membrin/Rab19/CG15814/CG8630/Ufl1/CG4293/CG6790/Ost48/meigo/CG31523/CG3500/CG4960/CG5342/PIG-U/l(1)G0320/SMSr/Sec63/bif/wls/CG5510/CG1924/CG6230/shams/GCS1/CG15168/Cnx99A/Sec61beta/Ero1L/fan/Cds/Desat1/SREBP/Seipin/Papst2/nero/CG9175/rho-5/CG9743/Parp16/SppL/sit/CG13978/CG11781/CG31141/OstDelta/ORMDL/CG32847/Arv1/Cnx14D/CG30156/CG8534/Stt3B/THADA/EMC8-9/crc/CG31935/CG11137/Vap33/CG9747/Arr2/RpS26/Hrd3/CG1998/PIG-O/eloF/Spase12/Rab30/GAA1/PIG-F/PGAP2/Trp1/CG10761/PIG-B/mol/CG16781/RyR/Fad2/CG5823/ELOVL/CG17991/jp/CG17270/CG33110/CG9459/PGAP3/CG17821/CG15880/CG10470/EMC3/twr/Ostgamma/Elo68alpha/CG4972/Xbp1/CG8311/Sec22/CG32069/PIG-A/CG7990/alt/wol/PIG-T/CG8112/Erk7/por/CG7011/CG8141/mdy/Spp/CG3061/PIG-G/Alg10/Hpd/CG14671/PIG-K/Desat2/CG9458/Baldspot/PIG-C/Spase25/rt/S/CG10166/PIG-Q/bond/Xxylt/atl/CG31460/CG9662/Sec61alpha/Yif1/CG4907/CG16904/Vti1a/PIG-N/CG5027/Gtp-bp/ste24b/GlcT/Calr/Itp-r83A/ghi/tw/CG3149/CG18609/SelG/CG33116/Alg14/PIG-H/CG10425/Alg11/sip3/CG7218/CG9592/Alg3/LBR/CG1371/CG8397/Spase22-23,175
GO:0005874,microtubule,84/7652,99/11938,3.6226673386423592e-6,4.545584970153627e-5,2.6874925620003466e-5,Spindly/pav/Gas8/alphaTub85E/Klp59C/aurB/cmet/Klp59D/Klp61F/Klp3A/betaTub85D/CG14535/Lis-1/Zwilch/tacc/ringer/betaTub97EF/pigs/gammaTub23C/CG11125/DCTN1-p150/Kat60/Efhc1.2/CG15564/aurA/Patronin/klar/msps/Apc/Klp64D/CG7131/CG32396/CG31907/galla-1/Meics/alphaTub67C/Apc2/spag4/Klp67A/Cp190/rod/CG17003/sub/cos/shot/CG32564/Kebab/Klp98A/Klp10A/tau/Zw10/tum/CLIP-190/CG7794/polo/betaTub56D/CG32591/Ran/CG32371/Tctp/neb/ncd/CG18190/unc-104/CG11584/awd/mars/atl/kat-60L1/gammaTub37C/Tao/betaTub60D/Klp31E/Klp68D/CG15306/nod/chb/mei-38/Efhc1.1/mad2/Khc/CG2955/pod1/Mink,84
