PROBEID,SYMBOL,ENTREZID,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
1641014_at,CG1324,33060,uncharacterized protein,17.968322859671332,7.724416797046567,89.07482956065229,4.47395038975223e-29,2.9039537759690625e-27,51.72253263364504
1639876_a_at,CycB,37618,Cyclin B,-22.605888132000338,9.183168344369976,-89.02122032845402,4.5320128962584094e-29,2.924831637162427e-27,51.71539393140163
1633683_at,Ubc87F,41682,Ubiquitin conjugating enzyme 87F,15.633626043734502,7.744200148508398,88.98101842731978,4.576071417534035e-29,2.9364858289562153e-27,51.71003511684749
1631787_at,CG43101,12798468,uncharacterized protein,23.805955451098683,8.095157579766871,88.91538642096226,4.648965350986693e-29,2.9664076087030345e-27,51.70127646715077
1636172_at,CG12699,36944,uncharacterized protein,25.10105375517853,8.971473028199878,88.77695607726322,4.80672532662408e-29,3.035430869428438e-27,51.682761792986206
1625996_s_at,BG642312,4379909,BG642312,25.531924441776535,8.617569581660131,88.75044213794916,4.8375754742160605e-29,3.035430869428438e-27,51.67920926314584
1632509_at,bb8,42756,big bubble 8,18.753849674293264,7.678930264925986,88.75027693656993,4.837768341571797e-29,3.035430869428438e-27,51.67918712184391
1631602_at,CG14676,40729,uncharacterized protein,14.83882332637128,6.385985035417166,88.29361863770409,5.402929539318598e-29,3.3713086307770305e-27,51.617677615196996
1632254_a_at,CG30270,251324,uncharacterized protein,18.81206055763792,7.064424414907696,88.23902436153463,5.474978458306186e-29,3.379066881795272e-27,51.61028300325553
1628953_at,CG7131,42197,uncharacterized protein,15.594516026180244,7.145541381463809,88.23885664406473,5.475201340256196e-29,3.379066881795272e-27,51.610260272916456
1633544_at,SdhBL,32887,"Succinate dehydrogenase, subunit B (iron-sulfur)-like",15.10673288128319,6.9220824961661025,87.54914250954795,6.47721569714143e-29,3.975743156712788e-27,51.51607724629993
1623439_at,CG17744,38768,uncharacterized protein,15.804418723606656,6.6354324243479414,87.50934956470579,6.540588690886431e-29,3.9929410094525056e-27,51.51059990527625
1628852_at,CG14262,43286,uncharacterized protein,13.469181032798494,6.468202601174752,87.44949216068267,6.637140516957583e-29,4.030100268737577e-27,51.50235177537312
1634057_at,CG7707,39923,uncharacterized protein,15.251977699950606,6.256016226074573,87.38055927082966,6.750181987017734e-29,4.076821142319695e-27,51.49283966742097
1634830_at,CG10164,42777,uncharacterized protein,16.038428920135416,7.155607551285244,86.9672091856489,7.4716595252932e-29,4.488559716950075e-27,51.43549853595602
1634569_at,CG34051,3885660,uncharacterized protein,20.112457093939028,7.335608772704117,86.7130392963497,7.95497591961978e-29,4.753624234718825e-27,51.39998007014705
1636303_at,dhd,31444,deadhead,-24.52653528786456,9.558490046783467,-86.67690499543029,8.026298792279535e-29,4.7710009768423716e-27,51.3949144202536
1635753_s_at,CG12362,39193,uncharacterized protein,15.854993804070102,6.866144915230059,86.57166889218935,8.237854481654845e-29,4.871116676220409e-27,51.380138457980244
1627553_at,fan,43926,farinelli,17.340053277793416,7.3117729877205235,86.2840759649757,8.846300081464723e-29,5.2036517250032594e-27,51.33958311237455
1639298_at,CG3213,33574,uncharacterized protein,18.06453723230949,8.201357962529052,86.11568482232818,9.224221025661252e-29,5.375889519410981e-27,51.31571757953243
1631172_at,CG7848,36839,uncharacterized protein,14.051685820511084,6.881910214647511,86.11129053506055,9.234306417263417e-29,5.375889519410981e-27,51.31509360368487
1630896_at,CG2267,43639,uncharacterized protein,16.710500938467,8.033324552974397,86.06419097501144,9.343132802888007e-29,5.4113508654265204e-27,51.30840180334399
1625913_at,CG9970,38351,uncharacterized protein,14.881469354825374,6.9959166263128685,86.02413599394512,9.436738155945896e-29,5.41897518889486e-27,51.30270540458252
1639874_at,Tim17a1,41500,Tim17a1,15.39111700046708,6.225954190017995,86.01753469321366,9.45225882957577e-29,5.41897518889486e-27,51.3017661203763
1633256_at,Sfp33A3,8674115,Seminal fluid protein 33A3,21.030563772451178,7.46958471345903,85.84840496782606,9.859154895160899e-29,5.62370178716905e-27,51.27765427457019
1623745_at,CG31528,318785,uncharacterized protein,15.66578851986159,6.706458214720953,85.78325116436619,1.0020757158393772e-28,5.687157354115541e-27,51.26834160635429
1632398_a_at,CG31735,318922,uncharacterized protein,17.1429556717491,6.959766296802493,85.74914982624561,1.0106442144242813e-28,5.707107878853916e-27,51.26346202911898
1634082_at,eIF4E4,38743,eukaryotic translation initiation factor 4E4,15.69390225035703,7.9692844595059515,85.6327943541462,1.0404620417774517e-28,5.846257860614199e-27,51.24678494159191
1640197_at,CG4480,34864,uncharacterized protein,13.328380188474348,6.1908756013040005,85.45342426983186,1.0882447156970408e-28,6.0844731777635535e-27,51.22099178234662
1637267_at,CG8138,41619,uncharacterized protein,14.622983968429086,7.218387356721083,85.29345136692996,1.1327980310083845e-28,6.288552837680669e-27,51.19790131046668
1640426_at,CG31287,318663,uncharacterized protein,18.26818476716732,7.519968842254502,85.28262391715262,1.1358816884069918e-28,6.288552837680669e-27,51.19633551782322
1625915_at,CG4375,33278,uncharacterized protein,20.034565773106927,8.031750230124645,85.25443705132162,1.1439505762551403e-28,6.3023306381588075e-27,51.19225756051019
1638107_at,CG5762,42907,uncharacterized protein,21.062029626064707,8.196802168363403,85.05018039028033,1.204243987409244e-28,6.59778046535482e-27,51.16263026977325
1636179_at,CG31459,318746,uncharacterized protein,16.79937810630218,7.948872268483284,85.03366559836172,1.2092620473954734e-28,6.59778046535482e-27,51.16022893792133
1635408_at,CG13700,40013,uncharacterized protein,17.6660136345912,6.993057881714756,84.70246869376587,1.3146540870057312e-28,7.138318874347466e-27,51.1118848477604
1623542_at,CG11373,50152,uncharacterized protein,17.490804390188462,7.003181830770227,84.61333090548574,1.3446303617161255e-28,7.234396646124847e-27,51.09881269714075
1624987_at,CG3345,33192,uncharacterized protein,17.66776964336737,7.104915556895621,84.61177578614172,1.345159638468406e-28,7.234396646124847e-27,51.098584407102
1632669_at,Mcm2,40973,Minichromosome maintenance 2,-16.738680815115465,7.7990754225690955,-84.49863461285479,1.3842576311797348e-28,7.409386581300437e-27,51.08195417479989
1631210_at,CG14540,43145,uncharacterized protein,17.276607486178545,7.154066349963279,84.40762522374834,1.4165699725904184e-28,7.546576070960465e-27,51.068546583721535
1634499_at,CG8565,32538,uncharacterized protein,18.584221283681433,7.689815314688822,84.32083155761515,1.4481213409267972e-28,7.678442452782745e-27,51.05573471059879
1629584_at,CG11298,37553,uncharacterized protein,14.236253980276254,6.081022449033362,84.11746132556877,1.5249656154605674e-28,8.048112925706378e-27,51.02561735622725
1630891_at,CG31010,318555,uncharacterized protein,15.389077630389746,6.816939211034538,84.09156420259217,1.535052920844429e-28,8.063668692100923e-27,51.02177240350895
1630239_at,alphaTub67C,39130,alpha-Tubulin at 67C,-20.490252989493044,8.397249597642588,-83.9732989272125,1.5820144265327127e-28,8.271884691324285e-27,51.004185251102115
1633819_at,CG43075,12797978,uncharacterized protein,12.868121052087341,5.760241001093998,83.86271674156994,1.627286095536744e-28,8.469386711056215e-27,50.987698576939366
1632504_at,CG17637,40275,uncharacterized protein,17.76226433873784,6.907352184535413,83.80969161312879,1.6494731900246124e-28,8.54548174685228e-27,50.97977861245965
1630495_at,boly,35809,borrelly,16.2561904651134,8.03516356363504,83.77687322165545,1.6633636520812987e-28,8.578095473336159e-27,50.97487207201737
1631670_at,Spn28F,49807,Serpin 28F,23.269610946844836,7.849404599261093,83.73252835627844,1.6823274482265215e-28,8.636457363759243e-27,50.96823653604072
1626797_a_at,Ntl,34046,Neurotransmitter transporter-like,14.160187307624994,7.013183485470089,83.70441399671783,1.6944674444459709e-28,8.659418695734297e-27,50.964026239806294
1628365_at,vrs,41537,versager,17.723192794329027,8.618081833445162,83.6342962850685,1.7251459381749086e-28,8.776485687273612e-27,50.95351414447935
1624746_at,betaTub85D,41124,beta-Tubulin at 85D,22.758544164276593,8.359027822688464,83.51669866170054,1.7779100163054544e-28,9.004356826974799e-27,50.935846763238395
1639218_s_at,CG15530,43589,uncharacterized protein,16.497958642382013,6.56569618721369,83.22457063614071,1.9164232299998938e-28,9.662537481972678e-27,50.89175678278747
1636298_at,CG31093,43116,uncharacterized protein,14.491748160952419,6.267835259149988,83.0865747136907,1.9857380507792624e-28,9.962461953851196e-27,50.87082886298799
1641366_at,eIF4E3,38923,eukaryotic translation initiation factor 4E3,18.911477373757325,7.997903495558816,83.07133744619225,1.9935509133791131e-28,9.962461953851196e-27,50.868514064194045
1627830_at,rpk,40580,ripped pocket,-18.143919178220806,7.2283409933507,-83.002003921554,2.0295098042802724e-28,1.0097481819181232e-26,50.85797112607345
1641203_at,CG43069,12798338,uncharacterized protein,13.847776555092125,6.95116879984414,82.92788995025239,2.0686995125209636e-28,1.0231920707319262e-26,50.84668310495446
1629128_at,CG8701,35812,uncharacterized protein,21.863361563310136,9.348583741178553,82.91676502902725,2.0746501168550656e-28,1.0231920707319262e-26,50.84498708754785
1629535_at,CG14861,41810,uncharacterized protein,13.129801963766173,6.98818502216212,82.84794686094456,2.111860564278105e-28,1.0370153570850834e-26,50.834486188614555
1638958_at,CG31644,318868,uncharacterized protein,18.265301918923587,7.277928933055905,82.69195412069739,2.198816237622632e-28,1.0711419375460588e-26,50.81062318726966
1631451_at,CG32181,317897,uncharacterized protein,14.676560838182269,6.860107902966676,82.68930133271297,2.200326983448607e-28,1.0711419375460588e-26,50.810216652632185
1639389_at,CG16964,34605,uncharacterized protein,15.336869172902901,7.077551966965448,82.63533592914537,2.2312968874055216e-28,1.0815565255947623e-26,50.80194129053583
1641384_a_at,CG11327,33940,uncharacterized protein,18.734184154410208,7.171351989560913,82.57794557746723,2.26473329189291e-28,1.0930725554973728e-26,50.79312969666031
1634349_at,fs(1)M3,45994,female sterile (1) M3,-18.678773067930724,6.791447185731247,-82.46834607491397,2.330052461558437e-28,1.1198132979081271e-26,50.77627036387896
1633168_at,CG2574,32190,uncharacterized protein,11.576605968467826,7.500215313043082,82.38452987175528,2.3813340870658514e-28,1.139609626242446e-26,50.7633490859203
1626713_at,CG6629,41324,uncharacterized protein,13.566686992004284,6.725992376229417,82.20081625573762,2.4979116115354945e-28,1.1903550101553533e-26,50.734941905751874
1631467_at,CG15208,32022,uncharacterized protein,15.67078995709511,6.7530345922286035,82.12677108195369,2.546572486066055e-28,1.2077944375300032e-26,50.723459171168884
1631419_at,Yp3,32339,Yolk protein 3,-20.66465215210427,10.08571321381086,-82.11275331593991,2.5558957904167765e-28,1.2077944375300032e-26,50.721283171998074
1623557_at,Tengl3,33404,Testis EndoG-Like 3,14.648825929054208,6.744618773678375,81.7594279832617,2.8030835620977153e-28,1.3190844062638164e-26,50.666207872761866
1623347_at,CG11674,32374,uncharacterized protein,-19.775904083849532,7.984922452474884,-81.63782865685684,2.8938374430902344e-28,1.3561410822514982e-26,50.647151384788145
1625469_at,CG3323,31439,uncharacterized protein,15.289530774136399,6.733368716037826,81.44803752600451,3.0416797317252786e-28,1.419534334301872e-26,50.617303206501845
1640425_at,CG32655,318143,uncharacterized protein,17.602124589451595,7.175804573307815,81.23428044698925,3.217699175555606e-28,1.4900554142279952e-26,50.58353194149251
1632607_at,CG33189,326328,uncharacterized protein,15.153851741399166,7.268782700427067,81.2271890944251,3.2237181135457647e-28,1.4900554142279952e-26,50.58240877912108
1624457_at,CG5906,39343,uncharacterized protein,15.725832229589862,6.604373799748534,81.21702293376765,3.2323674206291737e-28,1.4900554142279952e-26,50.58079829881198
1641720_at,CG15035,31673,uncharacterized protein,15.257724678033735,6.245037216705515,81.13436128204216,3.303603343341753e-28,1.5167030959228357e-26,50.56768959351675
1631644_at,CG31803,318950,uncharacterized protein,15.878437103461648,6.8078217369709115,81.04921101997593,3.3787037947962815e-28,1.5449020509485506e-26,50.55416050548965
1630601_at,CG15128,37263,uncharacterized protein,15.830155317164914,7.3231780002252735,81.01207204222817,3.412016987829007e-28,1.553843542763742e-26,50.548251489327725
1634624_at,CG16719,39131,uncharacterized protein,19.213810326847053,7.306346389718356,80.99599129111706,3.426547680137948e-28,1.5541939558023286e-26,50.54569140697112
1625863_at,CG15577,50378,uncharacterized protein,15.094028181574027,7.1603741939136,80.97525487627706,3.4453809177848664e-28,1.5564852834184913e-26,50.5423887549111
1627985_a_at,CG31870,318993,uncharacterized protein,19.861383003703217,7.918262012542748,80.94412182260962,3.4738602454497337e-28,1.5630987096457883e-26,50.53742732715652
1633652_at,CG12784,41903,uncharacterized protein,16.486374916672258,6.756233445750223,80.86719037546173,3.5452957231453968e-28,1.5889115038573058e-26,50.52515231431603
1624433_at,CG10589,40313,uncharacterized protein,17.098186901219638,7.218106183974106,80.76805587764709,3.639621777042635e-28,1.6247386699572933e-26,50.50930295420851
1625499_at,CG3809,41476,uncharacterized protein,15.370087389266159,6.995723589445695,80.72499072795202,3.6814128503142555e-28,1.6369242807657167e-26,50.502406675355815
1641386_at,CG32295,317962,uncharacterized protein,13.704078714016806,6.654094938152334,80.5658139602041,3.84029020783378e-28,1.700872063030381e-26,50.47685803765467
1633057_at,CG2871,31411,uncharacterized protein,16.30827715682894,6.481487241702352,80.42512521371661,3.9866887178454744e-28,1.758814936693234e-26,50.45419962099728
1623655_at,Yp2,31938,Yolk protein 2,-26.348445960410665,9.144035552941896,-80.36799807782198,4.047790813230367e-28,1.7788229355884736e-26,50.444978346902005
1635752_at,CG4520,41902,uncharacterized protein,13.945115673840569,7.105701268026006,80.09413529959382,4.3546207310711025e-28,1.9062436642138386e-26,50.40060514323335
1624260_at,CG11977,41076,uncharacterized protein,12.762500285547823,6.3177986251634985,80.02583952316002,4.434866093582181e-28,1.9338755853635963e-26,50.38949611250369
1638800_a_at,CG14154,39207,uncharacterized protein,13.79949831087589,6.613874367419301,79.95678533723182,4.517577268402813e-28,1.9623660642054374e-26,50.37824609074698
1639496_at,CG17349,35209,uncharacterized protein,13.573060586467562,7.341109776794355,79.78640294110038,4.72863661952643e-28,2.0461770873920117e-26,50.350412052668176
1639097_at,fs(1)Ya,31263,female sterile (1) Young arrest,-14.944028271568904,7.889084302905597,-79.72216723750137,4.810864073432517e-28,2.0738129330285057e-26,50.33989019476108
1624840_at,Acp29AB,34162,Accessory gland protein 29AB,18.760527706722385,7.312730217847639,79.5302036495526,5.065631946833199e-28,2.175332593442363e-26,50.30835409508659
1637944_at,CG10841,41665,uncharacterized protein,15.615045327032057,6.829540390960955,79.51058949103822,5.092446646564869e-28,2.1785641070569558e-26,50.305124038082994
1625669_at,Tektin-A,34934,Tektin A,16.18920573319565,7.043791049718929,79.41578676852531,5.224162318330402e-28,2.2264788386122098e-26,50.28949146429856
1623295_at,CG8564,38825,uncharacterized protein,16.73608955693267,7.66296469886032,79.39563157613118,5.252621952942949e-28,2.2301921931029197e-26,50.286163578044466
1624860_at,CG31804,318951,uncharacterized protein,15.75991790324335,6.468614447533224,79.35396698786265,5.311968935910262e-28,2.2469429648752994e-26,50.27927933353923
1632450_at,CG13494,37497,uncharacterized protein,14.072659097593489,6.494489854574239,79.11579868655497,5.664956900420958e-28,2.3873142997520262e-26,50.23980024615539
1623447_a_at,GC2,41449,Glutamate Carrier 2,13.336691444484567,6.517868388736299,78.53924566162796,6.624960801996632e-28,2.7785716973338634e-26,50.1433310454391
1629653_at,CG16782,31313,uncharacterized protein,15.85682154477599,7.747512162425746,78.52949308861575,6.642592157607076e-28,2.7785716973338634e-26,50.1416882083879
1640297_at,CG31294,318666,uncharacterized protein,16.11560220842799,6.669720224643732,78.48815468738823,6.71787343035381e-28,2.79770960156762e-26,50.13472058739314
1625674_at,CG12516,43370,uncharacterized protein,11.173995983917667,6.794475199583831,78.4772461351002,6.737887476769901e-28,2.79770960156762e-26,50.13288083529187
1626596_at,CG32437,40366,uncharacterized protein,13.779387171126968,6.973989104062142,78.25738351832776,7.1548565144919095e-28,2.959961519218741e-26,50.09570171777057
1628228_at,CG4218,34848,uncharacterized protein,16.474800196660144,7.382759561032546,78.15832685714497,7.351458311970897e-28,3.0183960551137575e-26,50.078889374594304
1638762_at,RpL10Aa,41811,Ribosomal protein L10Aa,14.924551720925908,7.425486445455247,78.13955382289157,7.389350803669833e-28,3.0183960551137575e-26,50.07569879591602
1625609_at,CG32450,318034,uncharacterized protein,17.578602951469072,7.381070795974923,78.13514668938116,7.398275982803321e-28,3.0183960551137575e-26,50.074949579322
1640752_at,CG43121,12798254,uncharacterized protein,15.927759689015172,6.9395288000760385,78.13281241008067,7.4030078560874e-28,3.0183960551137575e-26,50.07455271889593
1638571_at,CG32588,318101,uncharacterized protein,13.605061856259756,6.218356845433276,78.03256108136353,7.609247914177695e-28,3.0913253936231255e-26,50.05748837540477
1628908_at,Vha68-3,34695,Vacuolar H[+] ATPase 68kD subunit 3,17.266066554527978,6.752743647385454,78.01748509697791,7.640778972781123e-28,3.093009237225448e-26,50.05491878780853
1639891_at,CG13733,39951,uncharacterized protein,16.137489420831383,6.940007360106609,77.8817996795356,7.930790513828688e-28,3.1989410022564715e-26,50.03175190631334
1640895_at,Dpy-30L2,38480,Dpy-30-like 2,21.042926658946058,7.939902054026968,77.85476535143049,7.9899367060224395e-28,3.2113290091749974e-26,50.027127387216666
1631078_at,zpg,251414,zero population growth,-19.59101917027382,7.481404409746375,-77.73067336887411,8.267409486065918e-28,3.3110681821144847e-26,50.00586295158047
1631331_a_at,Pxt,42131,Peroxinectin-like,-20.828270393886584,7.52157622570781,-77.6603625030609,8.429084379357299e-28,3.3638897166240753e-26,49.99378733674932
1627097_at,t-cup,318986,tetleys-cup,15.527957000718938,6.674125972767052,77.62786016470919,8.504936142611674e-28,3.382209464600572e-26,49.98819854166328
1637316_at,CG31697,35243,uncharacterized protein,13.656612917370015,6.993676108076026,77.59828215487532,8.574584131362424e-28,3.397942216828323e-26,49.983108929767425
1630907_at,CG32847,318245,uncharacterized protein,15.49767800640635,6.969182264389123,77.51684376000568,8.769450125252438e-28,3.4630129270839523e-26,49.969077454758086
1630251_at,CG9624,41730,uncharacterized protein,14.354997503803007,6.957452732217112,77.38980512494601,9.082733790941271e-28,3.574229806093753e-26,49.947136322148175
1625336_s_at,CG43074,12798579,uncharacterized protein,-23.746344656486542,7.455871513241435,-77.33000160955066,9.234245542373191e-28,3.621235040123709e-26,49.93678512791206
1633851_at,CG31231,318638,uncharacterized protein,14.007198463795362,6.995737084231438,77.1063659897955,9.824673705063242e-28,3.839441689445822e-26,49.89794923619037
1630629_at,Atg8b,42132,Autophagy-related 8b,16.853001129895993,7.879474042660206,77.02705667422339,1.0043438118957962e-27,3.911399659155559e-26,49.88412810597763
1634155_at,CG3565,37933,uncharacterized protein,15.169332640119826,7.078545154997755,76.8620832012178,1.05149855678311e-27,4.0809706873912175e-26,49.855296653987054
1638085_at,Ran-like,39666,Ran-like,16.5517161023039,6.744313992794719,76.79229979412914,1.0721368795157961e-27,4.141558106660036e-26,49.843067684961476
1634085_at,CG31204,318625,uncharacterized protein,15.05476674228214,7.266363224947215,76.77778529330226,1.0764825179474495e-27,4.141558106660036e-26,49.84052164251685
1633458_at,swa,31580,swallow,-18.717869600902667,7.686965877956964,-76.77236333900159,1.0781105749584298e-27,4.141558106660036e-26,49.83957033674789
1630313_a_at,CG44433,37150,uncharacterized protein,15.946217532699812,7.36000308689504,76.72804266340178,1.0915158002978313e-27,4.178840491038545e-26,49.8317895759546
1625005_s_at,Ant2,32008,Adenine nucleotide translocase 2,11.843738797252065,8.278411277599496,76.6296843694757,1.121892080772355e-27,4.2693589527369446e-26,49.81449348125445
1630199_at,CG34161,5740441,uncharacterized protein,18.107414230106997,6.7803435872791615,76.61852727448681,1.1253931962508058e-27,4.2693589527369446e-26,49.81252902701095
1622956_at,CG31542,318791,uncharacterized protein,16.203246861230642,7.16197230416775,76.61500812070122,1.126499883049061e-27,4.2693589527369446e-26,49.811909295947565
1636753_at,CG7094,35065,uncharacterized protein,14.678973934296788,6.85325801295072,76.57218846748012,1.1400572024466624e-27,4.306289646967426e-26,49.80436458518289
1631484_at,CG15475,35319,uncharacterized protein,12.56035384601524,7.495532083044781,76.54538760061895,1.1486295229065451e-27,4.324207277235507e-26,49.799638511186856
1628164_at,Pp1-13C,48531,Protein phosphatase 1 at 13C,14.942289223166142,6.61015693901786,76.519113919471,1.1570987121599525e-27,4.341618888749005e-26,49.795002535213634
1628337_at,UQCR-11L,246560,Ubiquinol-cytochrome c reductase 11 kDa subunit-like,14.340462417668627,7.800495667117635,76.50436607225919,1.1618812161564831e-27,4.3451279653216294e-26,49.792399041773805
1631346_a_at,CG30412,37691,uncharacterized protein,16.429423242082905,7.9302747688963295,76.4191497280301,1.1899236558897995e-27,4.435312795253926e-26,49.7773379354197
1631572_at,CG17380,42766,uncharacterized protein,15.92608512375164,6.587828347955288,76.3977477211885,1.197077157679642e-27,4.447299150932196e-26,49.7735506479393
1637277_at,CG34130,4379866,uncharacterized protein,15.472467672997118,6.661957441070466,76.32202039999116,1.222752021348661e-27,4.527790599708779e-26,49.76013479112022
1629303_at,CG32832,318237,uncharacterized protein,15.487078257822436,7.304216138248375,76.19525596856995,1.2670283943586458e-27,4.676411335257041e-26,49.73762406598419
1641520_at,CG6149,39277,uncharacterized protein,14.687074708001438,7.174658414911329,76.1665239337234,1.2772952043768188e-27,4.686675546207481e-26,49.73251258599214
1630153_a_at,CG1988,40840,uncharacterized protein,14.667017827666392,7.89960816781003,76.16425742601467,1.2781087907135684e-27,4.686675546207481e-26,49.732109224269195
1634750_at,CG34033,3885602,uncharacterized protein,15.136298454066972,7.034270225846067,76.10267494093632,1.3004232620642035e-27,4.7500581479274955e-26,49.72114144748785
1626068_at,lectin-46Cb,53522,lectin-46Cb,16.240751202848685,7.918290271928058,76.09343715973091,1.3038055833695092e-27,4.7500581479274955e-26,49.719494846717176
1630819_at,tHMG2,42651,testis-enriched HMG-box-containing protein 2,19.469642523355724,7.336009515101362,75.99839766045326,1.339142676046175e-27,4.863111698799197e-26,49.702533744698094
1624197_a_at,CG6652,39905,uncharacterized protein,15.563316842682575,7.8655904235303575,75.95547339293428,1.355429734350877e-27,4.8877051878474776e-26,49.69486095834459
1623032_at,CG2336,40804,uncharacterized protein,14.30878608511047,7.152755739720784,75.94958176659844,1.357681361108229e-27,4.8877051878474776e-26,49.69380721882319
1633174_at,stg,43466,string,-19.814449133378037,7.251405113335853,-75.94640248770787,1.3588980246007686e-27,4.8877051878474776e-26,49.693238532523466
1640792_at,sowi,40809,solwind,20.217741824381534,7.18430711052084,75.82408755000914,1.4065831728370521e-27,5.043158842546561e-26,49.67132757994569
1641519_at,CG14708,41383,uncharacterized protein,14.313775018113667,6.554863361333635,75.70473769031226,1.4548024063493387e-27,5.199537461173871e-26,49.649887230849494
1631347_at,CG30393,246588,uncharacterized protein,15.343921604410681,6.956018012865326,75.67693817294531,1.4662802641709048e-27,5.224028171465678e-26,49.64488463629405
1626299_at,yl,32367,yolkless,-19.812616773619325,7.790943587471277,-75.61370795466091,1.4927410385665315e-27,5.301577764015851e-26,49.63349405631309
1641363_at,CG3517,42324,uncharacterized protein,17.912929364366683,7.393130948548006,75.58153425045008,1.5063965439773582e-27,5.333304880150559e-26,49.627691656659465
1634319_at,CG14316,42163,uncharacterized protein,13.656859268939098,6.216664433072815,75.5320622189979,1.5276495837845442e-27,5.391648249769576e-26,49.61876103085568
1633079_at,CG17472,35320,uncharacterized protein,20.131301184583158,8.348625448228203,75.38234861007757,1.5938988719762336e-27,5.607942012492082e-26,49.59167172269253
1634900_at,CG13244,34940,uncharacterized protein,13.242407675980077,6.656156886470303,75.18114245791556,1.6877042895160702e-27,5.919544175712577e-26,49.55511506759906
1634692_at,CG18336,50236,uncharacterized protein,15.365989087818456,8.030069086420374,75.1404115481547,1.7073869021072395e-27,5.970039527058564e-26,49.54769371842047
1636215_at,CG43090,12798122,uncharacterized protein,-22.023008925203474,7.206650344705517,-75.04185796918446,1.7560117351824793e-27,6.121110042330531e-26,49.52970740679642
1635857_at,CG10919,40917,uncharacterized protein,16.161136837173416,7.5117938812961205,74.97666297364175,1.7889725655019293e-27,6.216817278393473e-26,49.51778620608595
1627168_at,CG13476,39602,uncharacterized protein,17.895190201215303,7.798774392465612,74.9525552494879,1.801324177030488e-27,6.240538421896421e-26,49.513373367326444
1624007_at,CG6304,35032,uncharacterized protein,18.90572039985655,7.63303814978782,74.85606073391035,1.8516637049821854e-27,6.39531800736049e-26,49.4956852826363
1628997_at,CG14763,35757,uncharacterized protein,13.382982113103457,7.759745871177225,74.80200610481297,1.880504327812584e-27,6.475126792169305e-26,49.48575913924824
1626195_at,CG12620,35034,uncharacterized protein,12.105445728281516,6.60100519788661,74.78167344401172,1.8914740520082646e-27,6.49310271835299e-26,49.48202214690311
1626854_at,CG32148,251924,uncharacterized protein,16.814316152297415,6.386115338682721,74.75493333763828,1.9060027049580688e-27,6.523149863574676e-26,49.477104788388665
1630673_at,CG32240,317933,uncharacterized protein,15.488988852283123,7.559173596322961,74.69750466161129,1.9376014349216654e-27,6.611260001814288e-26,49.4665334948498
1627928_at,CG12229,39945,uncharacterized protein,16.942169940747277,7.136558538148464,74.63627134847067,1.97189812183374e-27,6.708017285539234e-26,49.45524608544814
1629951_at,CG9863,37694,uncharacterized protein,12.202794721520679,6.178868414720647,74.62503466904622,1.9782604455946537e-27,6.709451493257063e-26,49.45317300862734
1625363_at,Obp56i,246667,Odorant-binding protein 56i,13.086779768680012,6.349882838571112,74.5870110982745,1.9999495805188275e-27,6.762703761191508e-26,49.44615389130569
1639817_at,Roc1b,53445,Regulator of cullins 1b,13.29300561359467,7.3242348081604325,74.5546254476417,2.0186189770463538e-27,6.805457530376573e-26,49.44017056428161
1636898_at,CG14448,40497,uncharacterized protein,16.696854389584608,6.858312725356881,74.51538075603695,2.0414870834059595e-27,6.86206997618658e-26,49.43291388568444
1637094_at,CG17564,35205,uncharacterized protein,14.34800163180345,7.089476898462516,74.43011375898587,2.0921120046508342e-27,7.011368836951489e-26,49.41712411316351
1641642_at,Spn77Bb,40235,Serpin 77Bb,22.531557571746365,8.473258280129192,74.37835267855012,2.123482956308649e-27,7.095448671168605e-26,49.40752346741875
1639488_at,Fum3,39281,Fumarase 3,13.639810582579459,7.021700776944891,74.36696370349935,2.1304513309452646e-27,7.097733726163958e-26,49.405409465086606
1628838_at,CG15286,34834,uncharacterized protein,12.396010161902018,7.277513945854218,74.34524125531573,2.1438086939747624e-27,7.114165859242404e-26,49.40137580436092
1623587_at,CG31730,318920,uncharacterized protein,15.379608049144137,6.40138659743244,74.3298900464208,2.153301142319419e-27,7.114165859242404e-26,49.39852397666274
1624173_at,CG7264,39339,uncharacterized protein,15.700687207609443,6.565299615852302,74.32809867394585,2.154411702891279e-27,7.114165859242404e-26,49.398191122106
1639598_at,CG31482,40806,uncharacterized protein,15.56052827310955,7.859802572353472,74.31816678401702,2.1605798563132146e-27,7.114165859242404e-26,49.39634542414892
1632651_s_at,sut4,36055,sugar transporter 4,14.645338279216684,6.811908292972606,74.30451920883033,2.1690857763700193e-27,7.12141126695436e-26,49.393808513544215
1631477_a_at,Sdic1,43984,Sperm-specific dynein intermediate chain 1,15.133687761330373,6.276686075053963,74.28916479956706,2.1786973923462572e-27,7.13223430410395e-26,49.390953346399364
1637728_at,CG8508,41620,uncharacterized protein,13.732912238989929,7.423594121238798,73.90843799790584,2.4318463929067207e-27,7.937940220083383e-26,49.31982436200189
1635435_at,CG30278,246523,uncharacterized protein,13.625636658431048,7.379656450599272,73.78254539383643,2.522176586798031e-27,8.209066965791631e-26,49.29616322830215
1640605_at,CG13855,42629,uncharacterized protein,13.917072609585826,6.894254614554454,73.69881644968655,2.584192256036873e-27,8.38674348841392e-26,49.28038750108144
